route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
3M,135390:300849,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,13:00:00,13:29:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3277,-1.562,3.193663771078181,Intercity Shopping Centre,5.263,13:20:00
3M,135361:300855,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,13:30:00,13:59:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3279,-1.743,3.415380991638205,Intercity Shopping Centre,2.596,13:40:00
3M,135394:301081,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,14:00:00,14:29:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3277,-1.562,3.193663771078181,Intercity Shopping Centre,5.263,14:20:00
3M,135365:300329,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,14:30:00,14:59:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3279,-1.743,3.415380991638205,Intercity Shopping Centre,2.596,14:40:00
3M,135398:301704,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,15:00:00,15:29:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3277,-1.562,3.193663771078181,Intercity Shopping Centre,5.263,15:20:00
3M,135369:300595,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,15:30:00,15:59:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3279,-1.743,3.415380991638205,Intercity Shopping Centre,2.596,15:40:00
3M,135402:301459,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,16:00:00,16:29:00,1.0 min,7.828,29.0,13.095253333333284,195.807857777776,3277,-1.562,3.193663771078181,Intercity Shopping Centre,5.263,16:20:00
3M,135373:299224,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,16:30:00,16:59:00,1.0 min,8.491,29.0,13.818049261083678,266.3142237860655,3279,-1.743,3.415380991638205,Intercity Shopping Centre,2.596,16:40:00
3M,135406:299496,MEMORIAL to Airport,Waterfront Terminal,City Hall Terminal,17:00:00,17:29:00,1.0 min,7.828,29.0,13.095253333333284,195.807857777776,3277,-1.562,3.193663771078181,Intercity Shopping Centre,5.263,17:20:00
3M,135424:303663,MEMORIAL to Waterfront,City Hall Terminal,Waterfront Terminal,18:03:00,18:21:00,34.0 min,7.26,18.0,17.044571428571437,481.91542857142906,3179,-1.743,3.856749311294766,Waterfront Terminal,7.26,18:21:00
3M,135427:299498,MEMORIAL to City Hall,Waterfront Terminal,City Hall Terminal,18:25:00,18:44:00,4.0 min,7.179,19.0,17.179840000000056,330.5753599999939,3126,-1.562,3.482379161443098,City Hall Terminal,7.179,18:44:00
