route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
3M,135352:300200,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,11:15:00,11:44:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,11:44:00
3M,135385:299631,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,11:45:00,12:14:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,12:14:00
3M,135356:301333,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,12:15:00,12:44:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,12:44:00
3M,135389:299288,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,12:45:00,13:14:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,13:14:00
3M,135360:301628,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,13:15:00,13:44:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,13:44:00
3M,135393:299908,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,13:45:00,14:14:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,14:14:00
3M,135364:299339,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,14:15:00,14:44:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,14:44:00
3M,135397:299999,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,14:45:00,15:14:00,1.0 min,7.828,29.0,13.095253333333355,195.80785777777783,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,15:14:00
3M,135368:301419,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,15:15:00,15:44:00,1.0 min,8.491,29.0,13.818049261083784,266.3142237860669,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,15:44:00
3M,135401:301065,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,15:45:00,16:14:00,1.0 min,7.828,29.0,13.095253333333382,195.80785777777623,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,16:14:00
3M,135372:300404,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,16:15:00,16:44:00,1.0 min,8.491,29.0,13.818049261083678,266.3142237860655,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,16:44:00
3M,135405:300414,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,16:45:00,17:14:00,1.0 min,7.828,29.0,13.095253333333284,195.807857777776,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,17:14:00
3M,135376:301129,MEMORIAL to Jumbo Gardens,City Hall Terminal,Waterfront Terminal,17:15:00,17:44:00,1.0 min,8.491,29.0,13.818049261083678,266.3142237860655,3281,-1.743,3.415380991638205,Waterfront Terminal,8.491,17:44:00
3M,135409:299212,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,17:45:00,18:14:00,1.0 min,7.828,29.0,13.095253333333284,195.807857777776,3278,-1.562,3.193663771078181,City Hall Terminal,7.828,18:14:00
3M,135423:303465,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,18:25:00,18:43:00,11.0 min,7.26,18.0,17.044571428571462,481.915428571435,3175,-1.743,3.856749311294766,Waterfront Terminal,7.26,18:43:00
3M,135416:299896,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,18:48:00,19:09:00,5.0 min,7.179,21.0,16.177051428571424,448.0743444897991,3149,-1.562,3.482379161443098,City Hall Terminal,7.179,19:09:00
3M,135411:300610,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,19:10:00,19:32:00,1.0 min,7.26,22.0,15.639999999999928,468.50285714285576,3175,-1.743,3.856749311294766,Waterfront Terminal,7.26,19:32:00
3M,135413:299445,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,19:33:00,19:54:00,1.0 min,7.179,21.0,16.177051428571424,448.0743444897991,3149,-1.562,3.482379161443098,City Hall Terminal,7.179,19:54:00
3M,135421:301152,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,19:55:00,20:17:00,1.0 min,7.26,22.0,15.639999999999928,468.50285714285576,3175,-1.743,3.856749311294766,Waterfront Terminal,7.26,20:17:00
3M,135410:300060,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,20:18:00,20:39:00,1.0 min,7.179,21.0,16.177051428571424,448.0743444897991,3149,-1.562,3.482379161443098,City Hall Terminal,7.179,20:39:00
3M,135418:300812,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,20:40:00,21:02:00,1.0 min,7.26,22.0,15.639999999999928,468.50285714285576,3175,-1.743,3.856749311294766,Waterfront Terminal,7.26,21:02:00
3M,135420:300124,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,21:03:00,21:24:00,1.0 min,7.179,21.0,16.177051428571424,448.0743444897991,3149,-1.562,3.482379161443098,City Hall Terminal,7.179,21:24:00
3M,135415:301795,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,21:25:00,21:47:00,1.0 min,7.26,22.0,15.639999999999928,468.50285714285576,3175,-1.743,3.856749311294766,Waterfront Terminal,7.26,21:47:00
3M,135417:299291,MEMORIAL to Northwood,Waterfront Terminal,City Hall Terminal,21:48:00,22:09:00,1.0 min,7.179,21.0,16.177051428571424,448.0743444897991,3149,-1.562,3.482379161443098,City Hall Terminal,7.179,22:09:00
3M,135412:299827,MEMORIAL to County Park,City Hall Terminal,Waterfront Terminal,22:10:00,22:32:00,1.0 min,7.26,22.0,15.639999999999928,468.50285714285576,3175,-1.743,3.856749311294766,Waterfront Terminal,7.26,22:32:00
3M,135414:299198,MEMORIAL to City Hall,Waterfront Terminal,City Hall Terminal,22:33:00,22:54:00,1.0 min,7.179,21.0,16.177051428571424,448.0743444897991,3126,-1.562,3.482379161443098,City Hall Terminal,7.179,22:54:00
3M,135422:303096,MEMORIAL to Waterfront,City Hall Terminal,Waterfront Terminal,22:55:00,23:14:00,1.0 min,7.26,19.0,16.361714285714292,420.818285714293,3179,-1.743,3.856749311294766,Waterfront Terminal,7.26,23:14:00
